iter	Passed	Remaining
373	2016	3374
374	2021	3369
375	2026	3362
376	2031	3357
377	2037	3352
378	2042	3346
379	2047	3340
380	2052	3334
381	2057	3328
382	2062	3322
383	2067	3317
384	2073	3311
385	2078	3305
386	2082	3299
387	2106	3322
388	2114	3320
389	2121	3317
390	2127	3313
391	2132	3307
392	2137	3301
393	2142	3295
394	2148	3289
395	2153	3284
396	2159	3279
397	2165	3275
398	2171	3270
399	2176	3264
400	2181	3258
401	2186	3252
402	2191	3246
403	2196	3240
404	2201	3234
405	2206	3228
406	2211	3222
407	2216	3216
408	2222	3211
409	2227	3205
410	2233	3200
411	2238	3194
412	2244	3189
413	2249	3183
414	2254	3177
415	2259	3172
416	2265	3166
417	2270	3161
418	2275	3155
419	2280	3149
420	2285	3143
421	2291	3137
422	2296	3131
423	2301	3126
424	2307	3121
425	2312	3115
426	2317	3109
427	2322	3103
428	2327	3097
429	2332	3091
430	2337	3085
431	2342	3079
432	2347	3074
433	2352	3068
434	2358	3062
435	2363	3057
436	2369	3052
437	2375	3047
438	2380	3042
439	2385	3036
440	2391	3031
441	2396	3025
442	2401	3019
443	2406	3013
444	2411	3008
445	2416	3002
446	2422	2996
447	2427	2990
448	2432	2984
449	2437	2979
450	2442	2973
451	2448	2968
452	2453	2962
453	2459	2958
454	2465	2953
455	2471	2948
456	2477	2943
457	2483	2938
458	2488	2933
459	2494	2928
460	2499	2922
461	2505	2917
462	2510	2912
463	2516	2906
464	2521	2901
465	2526	2895
466	2531	2889
467	2536	2883
468	2542	2878
469	2547	2872
470	2552	2866
471	2557	2860
472	2562	2855
473	2568	2849
474	2573	2844
475	2578	2838
476	2583	2832
477	2588	2827
478	2594	2821
479	2600	2816
480	2605	2811
481	2610	2805
482	2616	2800
483	2621	2795
484	2628	2790
485	2633	2785
486	2638	2779
487	2643	2773
488	2648	2767
489	2654	2762
490	2659	2757
491	2664	2750
492	2669	2745
493	2675	2740
494	2680	2734
495	2685	2728
496	2690	2723
497	2696	2718
498	2702	2712
499	2707	2707
500	2711	2701
501	2716	2695
502	2722	2689
503	2727	2684
504	2732	2678
505	2738	2673
506	2743	2667
507	2748	2661
508	2753	2656
509	2758	2650
510	2764	2645
511	2769	2639
512	2774	2633
513	2779	2628
514	2785	2622
515	2790	2616
516	2794	2611
517	2800	2605
518	2805	2599
519	2810	2594
520	2816	2589
521	2821	2583
522	2827	2578
523	2832	2573
524	2837	2567
525	2842	2561
526	2847	2556
527	2853	2550
528	2858	2545
529	2864	2539
530	2869	2534
531	2874	2529
532	2879	2523
533	2884	2517
534	2889	2511
535	2894	2505
536	2899	2500
537	2904	2494
538	2910	2488
539	2915	2483
540	2919	2477
541	2925	2471
542	2930	2466
543	2935	2460
544	2940	2454
545	2945	2449
546	2951	2444
547	2956	2438
548	2961	2432
549	2966	2427
550	2972	2421
551	2977	2416
552	2982	2410
553	2987	2405
554	2992	2399
555	2997	2393
556	3002	2387
557	3007	2382
558	3012	2376
559	3017	2370
560	3022	2365
561	3028	2360
562	3033	2354
563	3039	2349
564	3045	2344
565	3050	2338
566	3055	2333
567	3060	2327
568	3065	2322
569	3070	2316
570	3075	2311
571	3080	2305
572	3086	2299
573	3091	2294
574	3096	2288
575	3101	2283
576	3106	2277
577	3111	2271
578	3116	2266
579	3121	2260
580	3126	2254
581	3131	2249
582	3137	2244
583	3142	2238
584	3148	2233
585	3153	2228
586	3158	2222
587	3163	2216
588	3168	2210
589	3173	2205
590	3178	2199
591	3183	2194
592	3188	2188
593	3193	2182
594	3198	2177
595	3203	2171
596	3209	2166
597	3214	2161
598	3220	2155
599	3225	2150
600	3230	2144
601	3236	2139
602	3241	2134
603	3246	2128
604	3252	2123
605	3258	2118
606	3263	2113
607	3269	2107
608	3274	2102
609	3279	2096
610	3284	2091
611	3289	2085
612	3294	2080
613	3300	2074
614	3305	2069
615	3310	2063
616	3315	2057
617	3320	2052
618	3325	2046
619	3330	2041
620	3335	2035
621	3340	2030
622	3345	2024
623	3350	2019
624	3356	2013
625	3361	2008
626	3366	2002
627	3371	1997
628	3377	1991
629	3382	1986
630	3387	1981
631	3392	1975
632	3398	1970
633	3402	1964
634	3408	1959
635	3413	1953
636	3418	1948
637	3424	1942
638	3428	1937
639	3434	1931
640	3439	1926
641	3444	1920
642	3449	1915
643	3454	1909
644	3460	1904
645	3466	1899
646	3472	1894
647	3478	1889
648	3483	1883
649	3488	1878
650	3493	1872
651	3498	1867
652	3503	1861
653	3508	1856
654	3513	1850
655	3518	1845
656	3523	1839
657	3528	1834
658	3534	1828
659	3539	1823
660	3544	1817
661	3549	1812
662	3555	1807
663	3560	1801
664	3565	1796
665	3570	1790
666	3576	1785
667	3581	1779
668	3586	1774
669	3591	1768
670	3596	1763
671	3601	1757
672	3606	1752
673	3611	1746
674	3616	1741
675	3621	1735
676	3626	1730
677	3632	1724
678	3636	1719
679	3642	1713
680	3647	1708
681	3652	1703
682	3657	1697
683	3662	1692
684	3667	1686
685	3673	1681
686	3678	1675
687	3683	1670
688	3689	1665
689	3694	1659
690	3700	1654
691	3705	1649
692	3710	1643
693	3715	1638
694	3720	1632
695	3725	1627
696	3730	1621
697	3735	1616
698	3740	1610
699	3745	1605
700	3751	1600
701	3756	1594
702	3762	1589
703	3767	1583
704	3772	1578
705	3777	1573
706	3782	1567
707	3787	1562
708	3792	1556
709	3797	1551
710	3802	1545
711	3807	1540
712	3812	1534
713	3817	1529
714	3823	1523
715	3828	1518
716	3833	1513
717	3838	1507
718	3843	1502
719	3849	1496
720	3855	1491
721	3860	1486
722	3865	1480
723	3870	1475
724	3876	1470
725	3881	1464
726	3886	1459
727	3892	1454
728	3897	1448
729	3902	1443
730	3908	1438
731	3913	1432
732	3918	1427
733	3923	1421
734	3928	1416
735	3933	1411
736	3938	1405
737	3943	1400
738	3949	1394
739	3954	1389
740	3960	1384
741	3966	1379
742	3971	1373
743	3976	1368
744	3981	1362
745	3986	1357
746	3991	1352
747	3996	1346
748	4001	1341
749	4006	1335
750	4012	1330
751	4017	1324
752	4022	1319
753	4028	1314
754	4033	1308
755	4039	1303
756	4044	1298
757	4049	1292
758	4055	1287
759	4060	1282
760	4065	1276
761	4070	1271
762	4076	1266
763	4081	1260
764	4087	1255
765	4092	1250
766	4099	1245
767	4104	1239
768	4110	1234
769	4116	1229
770	4123	1224
771	4128	1219
772	4134	1214
773	4140	1209
774	4146	1203
775	4152	1198
776	4158	1193
777	4164	1188
778	4169	1182
779	4175	1177
780	4181	1172
781	4187	1167
782	4193	1162
783	4198	1156
784	4204	1151
785	4209	1146
786	4214	1140
787	4219	1135
788	4225	1129
789	4230	1124
790	4235	1119
791	4241	1114
792	4247	1108
793	4252	1103
794	4258	1098
795	4263	1092
796	4268	1087
797	4274	1081
798	4279	1076
799	4284	1071
800	4289	1065
801	4294	1060
802	4300	1054
803	4304	1049
804	4309	1044
805	4315	1038
806	4320	1033
807	4326	1028
808	4331	1022
809	4337	1017
810	4342	1011
811	4347	1006
812	4353	1001
813	4358	995
814	4364	990
815	4369	985
816	4374	979
817	4380	974
818	4385	969
819	4390	963
820	4396	958
821	4401	953
822	4407	947
823	4413	942
824	4419	937
825	4424	932
826	4430	926
827	4436	921
828	4441	916
829	4447	910
830	4452	905
831	4457	900
832	4462	894
833	4468	889
834	4473	883
835	4478	878
836	4483	873
837	4489	867
838	4495	862
839	4501	857
840	4507	852
841	4513	847
842	4519	841
843	4525	836
844	4531	831
845	4538	826
846	4544	820
847	4550	815
848	4555	810
849	4560	804
850	4566	799
851	4571	794
852	4577	788
853	4582	783
854	4588	778
855	4594	772
856	4600	767
857	4606	762
858	4612	757
859	4618	751
860	4624	746
861	4630	741
862	4636	735
863	4641	730
864	4646	725
865	4652	719
866	4657	714
867	4663	709
868	4668	703
869	4674	698
870	4679	693
871	4684	687
872	4690	682
873	4695	676
874	4700	671
875	4706	666
876	4712	660
877	4717	655
878	4723	650
879	4728	644
880	4734	639
881	4739	634
882	4745	628
883	4750	623
884	4756	618
885	4762	612
886	4767	607
887	4772	601
888	4778	596
889	4783	591
890	4788	585
891	4794	580
892	4799	575
893	4805	569
894	4810	564
895	4815	558
896	4820	553
897	4825	548
898	4831	542
899	4836	537
900	4841	532
901	4847	526
902	4852	521
903	4857	515
904	4863	510
905	4868	505
906	4873	499
907	4880	494
908	4884	489
909	4889	483
910	4895	478
911	4901	472
912	4906	467
913	4912	462
914	4917	456
915	4923	451
916	4928	446
917	4934	440
918	4939	435
919	4945	430
920	4950	424
921	4955	419
922	4960	413
923	4965	408
924	4970	403
925	4975	397
926	4981	392
927	4986	386
928	4991	381
929	4996	376
930	5001	370
931	5006	365
932	5011	359
933	5017	354
934	5022	349
935	5027	343
936	5032	338
937	5037	332
938	5042	327
939	5048	322
940	5053	316
941	5058	311
942	5063	306
943	5068	300
944	5073	295
945	5078	289
946	5084	284
947	5090	279
948	5095	273
949	5101	268
950	5106	263
951	5112	257
952	5117	252
953	5122	246
954	5126	241
955	5132	236
956	5138	230
957	5143	225
958	5148	220
959	5154	214
960	5161	209
961	5167	204
962	5173	198
963	5179	193
964	5185	188
965	5190	182
966	5195	177
967	5201	171
968	5207	166
969	5212	161
970	5218	155
971	5223	150
972	5229	145
973	5234	139
974	5239	134
975	5244	128
976	5249	123
977	5255	118
978	5260	112
979	5265	107
980	5270	102
981	5275	96
982	5280	91
983	5285	85
984	5290	80
985	5296	75
986	5301	69
987	5306	64
988	5312	59
989	5317	53
990	5322	48
991	5327	42
992	5333	37
993	5338	32
994	5343	26
995	5348	21
996	5353	16
997	5358	10
998	5363	5
999	5368	0
